"TimeStamp","User","App","Location","App context","Accessed Resources","Accessed Resource Locations","Action","AgentName"
"01-Jul-2026 05:01:44","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:e4564da8-fadc-eaaa-031a-03639a8eef58@thread.v2","Pipeline Tracker.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Pipeline Tracker.xlsx","Read",""
"01-Jul-2026 07:43:02","avery.iverson@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Pipeline Tracker.xlsx","Pipeline Tracker.xlsx","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Pipeline Tracker.xlsx","Read",""
"01-Jul-2026 13:39:37","taylor.lockwood@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/taylor_lockwood_contoso_com/Documents/FY26 Budget.xlsx","FY26 Budget.xlsx","https://contoso-my.sharepoint.com/personal/taylor_lockwood_contoso_com/Documents/FY26 Budget.xlsx","Read",""
"01-Jul-2026 14:16:18","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:897570f5-e357-54b1-37d7-c63c3414bf03@thread.v2","Headcount Plan.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Headcount Plan.xlsx","Read",""
"01-Jul-2026 14:41:51","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:a4830ae6-6005-7560-a54c-49c5e050eadd@thread.v2","","","",""
"01-Jul-2026 14:49:21","parker.garrison@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Policy Draft.docx","Policy Draft.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Policy Draft.docx","Read",""
"01-Jul-2026 15:12:46","finley.oakley@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Policy Draft.docx","Policy Draft.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Policy Draft.docx","Read",""
"01-Jul-2026 15:16:55","logan.holloway@contoso.com","Copilot Studio Agent",,"19:4daa304c-6dde-dca9-cdd5-56228ac24c96@thread.v2","","","","benefitsHelper"
"01-Jul-2026 15:21:11","avery.underhill@contoso.com","Outlook",,"19:e69e20d4-b7a0-4f58-6755-5437dc40e22d@thread.v2","","","",""
"01-Jul-2026 15:37:25","reese.calloway@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/Policy Draft.docx","Policy Draft.docx","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/Policy Draft.docx","Read",""
"01-Jul-2026 15:45:52","taylor.holloway@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Policy Draft.docx","Policy Draft.docx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Policy Draft.docx","Read",""
"01-Jul-2026 16:35:40","skyler.sinclair@contoso.com","Copilot for M365 Chat",,"19:952f57f4-bf40-dabe-ca69-aa9d4dd4b677@thread.v2","","","",""
"01-Jul-2026 17:15:51","devon.whitlock@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_e2e8a671-c42f-3b77-ff6e-898af99bfd0f@thread.v2","","","",""
"01-Jul-2026 17:18:29","casey.calloway@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Project Plan.docx","Project Plan.docx","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Project Plan.docx","Read",""
"01-Jul-2026 17:44:54","skyler.sinclair@contoso.com","Copilot for M365 Chat",,"19:54790974-83cc-e6fd-4bcf-6a3194961cc6@thread.v2","","","",""
"01-Jul-2026 18:25:31","reese.calloway@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_04ccd0d0-2d3f-b3e9-45ec-a3a889ff84bc@thread.v2","","","",""
"01-Jul-2026 18:28:38","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:ff99e7d6-b0c9-f698-f3b3-9d394100315f@thread.v2","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Quarterly Review.docx","Read",""
"01-Jul-2026 18:49:13","robin.lockwood@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Meeting Notes.docx","Read",""
"01-Jul-2026 18:49:34","parker.northrop@contoso.com","Copilot Studio Agent",,"19:85808645-07ec-3f18-63a0-a345e8f9b771@thread.v2","","","","benefitsHelper"
"01-Jul-2026 19:26:59","parker.northrop@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_622ab078-4561-a8cc-5dc5-aea845c246cb@thread.v2","","","",""
"01-Jul-2026 19:42:19","logan.holloway@contoso.com","PowerPoint","OneDrive for Business","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Customer Briefing.pptx","Customer Briefing.pptx","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Customer Briefing.pptx","Read",""
"01-Jul-2026 19:48:05","taylor.thackeray@contoso.com","Copilot for M365 Chat",,"19:026d5a94-bd83-94c4-82d8-8c1902898121@thread.v2","","","",""
"01-Jul-2026 20:23:36","taylor.thackeray@contoso.com","Outlook",,"19:da6c482c-37a6-44c5-cb5f-8809060d93cc@thread.v2","","","",""
"01-Jul-2026 21:08:42","taylor.holloway@contoso.com","Copilot for M365 Chat",,"19:44c36712-af94-105b-1e27-a4781249c1d5@thread.v2","","","",""
"01-Jul-2026 21:42:18","reese.calloway@contoso.com","Copilot Studio Agent",,"19:a935ed14-8b6b-298a-62bb-283787658b89@thread.v2","","","","benefitsHelper"
"01-Jul-2026 22:24:05","parker.garrison@contoso.com","Copilot for M365 Chat",,"19:52d8da5a-8bf5-e60e-4841-2a92ee532e11@thread.v2","","","",""
"01-Jul-2026 22:44:08","parker.radcliffe@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/parker_radcliffe_contoso_com/Documents/FY26 Budget.xlsx","FY26 Budget.xlsx","https://contoso-my.sharepoint.com/personal/parker_radcliffe_contoso_com/Documents/FY26 Budget.xlsx","Read",""
"02-Jul-2026 00:36:21","parker.draper@contoso.com","Copilot for M365 Chat",,"19:f4f101cd-d8ff-e147-7758-501a717ec0a6@thread.v2","","","",""
"02-Jul-2026 04:02:59","skyler.ellison@contoso.com","Outlook",,"19:9b0c9b92-f51d-2f8f-a6e6-88a5c12ebc05@thread.v2","","","",""
"02-Jul-2026 05:21:37","parker.northrop@contoso.com","Stream","Stream video player","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Recordings/All Hands.mp4","","","",""
"02-Jul-2026 07:42:03","devon.whitlock@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Workspace Notes.loop","","","",""
"02-Jul-2026 09:42:57","emery.northrop@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Quarterly Review.docx","Read",""
"02-Jul-2026 12:15:29","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:87c8c3f7-bfec-8f95-ff31-87d3b8734bbb@thread.v2","","","",""
"02-Jul-2026 12:43:58","reese.calloway@contoso.com","Outlook",,"19:4ffa0f6d-cab3-cd56-6820-42d16cb97019@thread.v2","","","",""
"02-Jul-2026 13:51:20","kendall.underhill@contoso.com","Copilot for M365 Chat",,"19:df77ea67-540d-8672-0761-53dcbafe37ee@thread.v2","","","",""
"02-Jul-2026 13:54:03","parker.northrop@contoso.com","Copilot Studio Agent",,"19:2f66928f-8b3a-6e21-7f97-527cde386922@thread.v2","","","","itHelpdesk"
"02-Jul-2026 14:10:23","finley.oakley@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Project Plan.docx","Project Plan.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Project Plan.docx","Read",""
"02-Jul-2026 14:23:18","devon.whitlock@contoso.com","Outlook",,"19:bfcb4192-c3c8-46c4-c801-80d9634b1b3b@thread.v2","","","",""
"02-Jul-2026 14:33:47","finley.garrison@contoso.com","PowerPoint","OneDrive for Business","https://contoso-my.sharepoint.com/personal/finley_garrison_contoso_com/Documents/Customer Briefing.pptx","Customer Briefing.pptx","https://contoso-my.sharepoint.com/personal/finley_garrison_contoso_com/Documents/Customer Briefing.pptx","Read",""
"02-Jul-2026 14:39:49","parker.radcliffe@contoso.com","Copilot for M365 Chat",,"19:60568ad7-c054-37d1-01d8-7d7cef8ba1c4@thread.v2","","","",""
"02-Jul-2026 15:06:28","skyler.ellison@contoso.com","PowerPoint","OneDrive for Business","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Status Update.pptx","Status Update.pptx","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Status Update.pptx","Read",""
"02-Jul-2026 15:09:45","skyler.sinclair@contoso.com","Copilot for M365 Chat",,"19:7d9bc62b-edf8-f81f-e1ab-38d134cc07f3@thread.v2","","","",""
"02-Jul-2026 15:14:00","avery.underhill@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Project Plan.docx","Project Plan.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Project Plan.docx","Read",""
"02-Jul-2026 15:38:21","skyler.sinclair@contoso.com","Copilot for M365 Chat",,"19:b15123f7-6a61-dcb4-2dbe-bfb59d4ee445@thread.v2","","","",""
"02-Jul-2026 15:48:29","taylor.holloway@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:c2dffb4d-f216-05e3-c070-bf6b8232a5ae@thread.tacv2?ctx=channel","","","",""
"02-Jul-2026 16:07:01","reese.calloway@contoso.com","Teams","Teams Chat","https://teams.microsoft.com/l/chat/19:8b32c014-74fd-38a4-2031-7c6aa6b01dd0@unq.gbl.spaces?ctx=chat","","","",""
"02-Jul-2026 16:33:22","avery.underhill@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Project Plan.docx","Project Plan.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Project Plan.docx","Read",""
"02-Jul-2026 16:35:48","reese.calloway@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/Quarterly Review.docx","Read",""
"02-Jul-2026 17:12:59","taylor.lockwood@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:ee9a16fe-0e0c-da64-fad5-41739412accd@thread.tacv2?ctx=channel","","","",""
"02-Jul-2026 17:32:41","robin.garrison@contoso.com","Copilot for M365 Chat",,"19:59305bf6-78be-a53c-ccd5-6b74853858f4@thread.v2","","","",""
"02-Jul-2026 17:39:10","parker.garrison@contoso.com","Copilot for M365 Chat",,"19:2ed07fea-83f0-4582-00f3-43e16b4a6c98@thread.v2","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Kickoff Deck.pptx","Read",""
"02-Jul-2026 17:40:05","taylor.holloway@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:e183aca7-f16b-b830-9411-1ce39c598b99@thread.tacv2?ctx=channel","","","",""
"02-Jul-2026 18:05:46","taylor.thackeray@contoso.com","Outlook",,"19:c8e61439-d965-4869-faef-f56120ffbfd3@thread.v2","","","",""
"02-Jul-2026 18:39:46","morgan.merritt@contoso.com","Copilot for M365 Chat",,"19:e2ced2ce-1a6f-164f-972d-acc056960a11@thread.v2","Forecast.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Forecast.xlsx","Read",""
"02-Jul-2026 18:55:25","logan.holloway@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Expense Summary.xlsx","Expense Summary.xlsx","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Expense Summary.xlsx","Read",""
"02-Jul-2026 19:04:18","avery.iverson@contoso.com","Outlook",,"19:27118885-dbe8-af2c-f667-fecfdf59cf67@thread.v2","","","",""
"02-Jul-2026 19:05:08","robin.lockwood@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Kickoff Deck.pptx","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Kickoff Deck.pptx","Read",""
"02-Jul-2026 20:52:58","casey.calloway@contoso.com","Copilot for M365 Chat",,"19:079c6a9e-68bb-6068-8681-e360220a5202@thread.v2","","","",""
"02-Jul-2026 21:01:25","rowan.lockwood@contoso.com","Copilot Studio Agent",,"19:f806aaf0-d427-631e-3a3f-5f164024016a@thread.v2","","","","benefitsHelper"
"02-Jul-2026 22:16:07","logan.holloway@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Quarterly Review.docx","Read",""
"02-Jul-2026 22:29:23","morgan.holloway@contoso.com","Copilot for M365 Chat",,"19:6aa09d06-0754-d80c-ac92-4c5befe3b635@thread.v2","Expense Summary.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Expense Summary.xlsx","Read",""
"02-Jul-2026 22:34:39","taylor.thackeray@contoso.com","Teams","Teams Channel","https://teams.microsoft.com/l/message/19:bddae4f3-bb50-135d-5850-e9fc394be05c@thread.tacv2?ctx=channel","","","",""
"03-Jul-2026 02:00:34","avery.underhill@contoso.com","Copilot for M365 Chat",,"19:b7d09d93-0fe5-8c8f-7cb5-c73da90e1b0b@thread.v2","Pipeline Tracker.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Pipeline Tracker.xlsx","Read",""
"03-Jul-2026 09:53:08","skyler.sinclair@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_731f8dc2-31d4-5a50-387e-0b3e9f96ef62@thread.v2","","","",""
"03-Jul-2026 12:16:06","taylor.thackeray@contoso.com","Copilot Studio Agent",,"19:70bc547a-37c4-619a-ab83-aa6c9e5a4e54@thread.v2","","","","travelPolicy"
"03-Jul-2026 13:01:23","finley.garrison@contoso.com","Copilot for M365 Chat",,"19:646ff188-d023-4427-26c3-7ba0a07cf749@thread.v2","Project Plan.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Project Plan.docx","Read",""
"03-Jul-2026 13:45:43","logan.holloway@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Quarterly Review.docx","Read",""
"03-Jul-2026 14:14:34","avery.underhill@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/avery_underhill_contoso_com/Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso-my.sharepoint.com/personal/avery_underhill_contoso_com/Documents/Quarterly Review.docx","Read",""
"03-Jul-2026 14:15:22","parker.garrison@contoso.com","Outlook",,"19:ad7e710b-3210-5cd2-f7c9-f608d31aec09@thread.v2","","","",""
"03-Jul-2026 14:30:35","parker.radcliffe@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_874f1544-87cb-4ee1-424f-b1c25847793a@thread.v2","","","",""
"03-Jul-2026 15:06:32","taylor.holloway@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_7718052d-1cc9-22f8-8832-08ecc49324cd@thread.v2","","","",""
"03-Jul-2026 15:07:44","robin.garrison@contoso.com","Outlook",,"19:c6b4915e-21fc-31a2-5939-49d030b76865@thread.v2","","","",""
"03-Jul-2026 15:35:28","devon.whitlock@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Town Hall.pptx","Town Hall.pptx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Town Hall.pptx","Read",""
"03-Jul-2026 15:55:04","skyler.sinclair@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Forecast.xlsx","Forecast.xlsx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Forecast.xlsx","Read",""
"03-Jul-2026 15:58:52","taylor.holloway@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Status Update.pptx","Status Update.pptx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Status Update.pptx","Read",""
"03-Jul-2026 16:14:07","finley.garrison@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_d45cb0dd-a206-6af5-4156-d04c3fe0f615@thread.v2","","","",""
"03-Jul-2026 16:20:06","logan.holloway@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Forecast.xlsx","Forecast.xlsx","https://contoso-my.sharepoint.com/personal/logan_holloway_contoso_com/Documents/Forecast.xlsx","Read",""
"03-Jul-2026 16:36:21","skyler.kingsley@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Project Plan.docx","Project Plan.docx","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Project Plan.docx","Read",""
"03-Jul-2026 16:41:05","robin.lockwood@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Proposal.docx","Proposal.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Proposal.docx","Read",""
"03-Jul-2026 16:45:18","emery.northrop@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Roadmap.pptx","Roadmap.pptx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Roadmap.pptx","Read",""
"03-Jul-2026 16:52:44","reese.calloway@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Workspace Notes.loop","","","",""
"03-Jul-2026 16:56:33","finley.garrison@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Quarterly Review.docx","Read",""
"03-Jul-2026 17:40:05","reese.calloway@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/FY26 Budget.xlsx","FY26 Budget.xlsx","https://contoso-my.sharepoint.com/personal/reese_calloway_contoso_com/Documents/FY26 Budget.xlsx","Read",""
"03-Jul-2026 17:52:28","parker.garrison@contoso.com","Copilot for M365 Chat",,"19:837528cb-ad9e-07d4-cd22-dd7bff56155e@thread.v2","Forecast.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Forecast.xlsx","Read",""
"03-Jul-2026 18:02:41","parker.northrop@contoso.com","Copilot for M365 Chat",,"19:2bc29d7a-5524-2962-9eca-55e1541cbaff@thread.v2","","","",""
"03-Jul-2026 18:29:16","skyler.ellison@contoso.com","Teams","Teams meeting","https://teams.microsoft.com/l/meetup-join/19:meeting_7c4291cf-4d13-02fd-ebd5-176102ac4e6f@thread.v2","","","",""
"03-Jul-2026 19:11:49","taylor.lockwood@contoso.com","Outlook",,"19:bf09862a-5014-9928-b73b-d804dd6229cd@thread.v2","","","",""
"03-Jul-2026 19:13:00","parker.draper@contoso.com","Copilot for M365 Chat",,"19:60d972ec-ed96-ffdf-3c2a-053a194df7b2@thread.v2","FY26 Budget.xlsx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/FY26 Budget.xlsx","Read",""
"03-Jul-2026 19:41:08","skyler.ellison@contoso.com","Copilot for M365 Chat",,"19:6b2beb04-15f3-b453-d8c8-d6ad907e7b74@thread.v2","","","",""
"03-Jul-2026 19:44:29","taylor.thackeray@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/taylor_thackeray_contoso_com/Documents/Headcount Plan.xlsx","Headcount Plan.xlsx","https://contoso-my.sharepoint.com/personal/taylor_thackeray_contoso_com/Documents/Headcount Plan.xlsx","Read",""
"03-Jul-2026 21:37:32","jordan.ellison@contoso.com","Copilot for M365 Chat",,"19:1008adbb-2774-6989-dd1d-542c46c5355a@thread.v2","","","",""
"04-Jul-2026 13:30:52","finley.garrison@contoso.com","Excel","OneDrive for Business","https://contoso-my.sharepoint.com/personal/finley_garrison_contoso_com/Documents/Pipeline Tracker.xlsx","Pipeline Tracker.xlsx","https://contoso-my.sharepoint.com/personal/finley_garrison_contoso_com/Documents/Pipeline Tracker.xlsx","Read",""
"04-Jul-2026 18:44:13","taylor.holloway@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/taylor_holloway_contoso_com/Documents/Policy Draft.docx","Policy Draft.docx","https://contoso-my.sharepoint.com/personal/taylor_holloway_contoso_com/Documents/Policy Draft.docx","Read",""
"04-Jul-2026 18:53:20","skyler.ellison@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso-my.sharepoint.com/personal/skyler_ellison_contoso_com/Documents/Quarterly Review.docx","Read",""
"05-Jul-2026 08:09:12","reese.calloway@contoso.com","Copilot Studio Agent",,"19:4ac92786-1666-5575-f951-b655170ff395@thread.v2","","","","benefitsHelper"
"05-Jul-2026 22:37:40","parker.garrison@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/parker_garrison_contoso_com/Documents/Proposal.docx","Proposal.docx","https://contoso-my.sharepoint.com/personal/parker_garrison_contoso_com/Documents/Proposal.docx","Read",""
"06-Jul-2026 02:35:58","devon.whitlock@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Pipeline Tracker.xlsx","Pipeline Tracker.xlsx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Pipeline Tracker.xlsx","Read",""
"06-Jul-2026 02:48:00","robin.lockwood@contoso.com","Copilot Studio Agent",,"19:56adabe4-03a5-4268-f771-e75a504b0fcc@thread.v2","","","","benefitsHelper"
"06-Jul-2026 03:56:37","skyler.ellison@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Workspace Notes.loop","","","",""
"06-Jul-2026 06:24:19","avery.underhill@contoso.com","Word","OneDrive for Business","https://contoso-my.sharepoint.com/personal/avery_underhill_contoso_com/Documents/Quarterly Review.docx","Quarterly Review.docx","https://contoso-my.sharepoint.com/personal/avery_underhill_contoso_com/Documents/Quarterly Review.docx","Read",""
"06-Jul-2026 10:08:19","casey.calloway@contoso.com","Outlook",,"19:8e0869ed-5c9f-9a0e-3bb7-5a72311d77ed@thread.v2","","","",""
"06-Jul-2026 11:20:58","logan.holloway@contoso.com","Copilot for M365 Chat",,"19:e4d1ad85-4e0d-a4f6-7aab-7409262b8176@thread.v2","Project Plan.docx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Project Plan.docx","Read",""
"06-Jul-2026 11:55:54","skyler.sinclair@contoso.com","Copilot Studio Agent",,"19:d20c4f9c-8a73-faf3-0ea1-b936ef6611fe@thread.v2","","","","benefitsHelper"
"06-Jul-2026 12:03:20","skyler.kingsley@contoso.com","Copilot Studio Agent",,"19:1ee5345c-5ad8-f8bf-63e9-8f7dd8fe0ab1@thread.v2","","","","itHelpdesk"
"06-Jul-2026 12:03:56","jordan.oakley@contoso.com","Copilot for M365 Chat",,"19:0fc3cee6-39cf-cf41-b80e-06b5f030e916@thread.v2","Town Hall.pptx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Town Hall.pptx","Read",""
"06-Jul-2026 13:17:05","avery.underhill@contoso.com","Copilot for M365 Chat",,"19:d20bcfbe-10fb-f736-b2e6-fde6c919fc80@thread.v2","Status Update.pptx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Status Update.pptx","Read",""
"06-Jul-2026 13:25:49","robin.lockwood@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Kickoff Deck.pptx","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Kickoff Deck.pptx","Read",""
"06-Jul-2026 13:37:28","parker.draper@contoso.com","Copilot for M365 Chat",,"19:242f9812-a122-f045-5031-17ef26ce0111@thread.v2","","","",""
"06-Jul-2026 14:03:09","finley.garrison@contoso.com","Teams","Teams Chat","https://teams.microsoft.com/l/chat/19:4010a4a4-8135-4041-0222-1eb068cee971@unq.gbl.spaces?ctx=chat","","","",""
"06-Jul-2026 14:13:56","taylor.holloway@contoso.com","Excel","SharePoint Online","https://contoso.sharepoint.com/sites/Sales/Shared Documents/FY26 Budget.xlsx","FY26 Budget.xlsx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/FY26 Budget.xlsx","Read",""
"06-Jul-2026 14:33:37","taylor.lockwood@contoso.com","Copilot for M365 Chat",,"19:b1f43533-16fa-07e4-c8ef-a99a1e12bf80@thread.v2","","","",""
"06-Jul-2026 14:57:54","jordan.ellison@contoso.com","Copilot for M365 Chat",,"19:3878396a-024b-a08d-2c63-e65dbb163d0c@thread.v2","","","",""
"06-Jul-2026 15:02:54","reese.calloway@contoso.com","Copilot for M365 Chat",,"19:7ec5a302-0a2d-bbec-4270-6dfe28b9c8de@thread.v2","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Kickoff Deck.pptx","Read",""
"06-Jul-2026 15:06:35","taylor.thackeray@contoso.com","Copilot for M365 Chat",,"19:2b0465d8-6534-75e3-e47d-3506b82e1b1b@thread.v2","","","",""
"06-Jul-2026 15:34:33","skyler.ellison@contoso.com","Copilot Studio Agent",,"19:f2b84e94-1ee8-c794-9297-4bae7587e5bb@thread.v2","","","","benefitsHelper"
"06-Jul-2026 16:11:12","emery.northrop@contoso.com","Copilot for M365 Chat",,"19:8f85287c-ddc9-9ef5-fd52-c7e82087afa5@thread.v2","Town Hall.pptx","https://contoso.sharepoint.com/sites/Sales/Shared Documents/Town Hall.pptx","Read",""
"06-Jul-2026 16:29:09","taylor.thackeray@contoso.com","Word","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Meeting Notes.docx","Read",""
"06-Jul-2026 16:35:33","parker.radcliffe@contoso.com","Copilot for M365 Chat",,"19:baec72d9-d1e3-d76b-a47e-e653e5c38cc9@thread.v2","Pipeline Tracker.xlsx","https://contoso.sharepoint.com/sites/Legal/Shared Documents/Pipeline Tracker.xlsx","Read",""
"06-Jul-2026 16:42:36","blake.prescott@contoso.com","PowerPoint","SharePoint Online","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Kickoff Deck.pptx","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Operations/Shared Documents/Kickoff Deck.pptx","Read",""
"06-Jul-2026 16:56:30","finley.garrison@contoso.com","Outlook",,"19:ca39ddb3-0884-15a8-62f4-6290ebfece06@thread.v2","","","",""
"06-Jul-2026 17:12:16","parker.garrison@contoso.com","Loop","SharePoint Online","https://contoso.sharepoint.com/sites/Finance/Shared Documents/Workspace Notes.loop","","","",""
"06-Jul-2026 17:25:20","parker.northrop@contoso.com","Copilot for M365 Chat",,"19:1009969f-f474-8035-648f-93b386d53d38@thread.v2","Kickoff Deck.pptx","https://contoso.sharepoint.com/sites/Engineering/Shared Documents/Kickoff Deck.pptx","Read",""
